"Date","Open","High","Low","Close","Volume","Adjusted"
2016-10-14,316.4375,317,313.5,315.450012207031,4067116,292.457885742188
2016-10-17,316.375,316.600006103516,308.1875,309.424987792969,5135360,286.872009277344
2016-10-18,310.799987792969,315,309.75,314.462493896484,2610968,291.542388916016
2016-10-19,315.274993896484,315.75,312,314.587493896484,3044904,291.658264160156
2016-10-20,315.0625,316.862487792969,312.75,313.875,3200356,290.997680664062
2016-10-21,314,318.237487792969,312.5,317.674987792969,3956408,294.520721435547
2016-10-24,317.9375,319.212493896484,315.262512207031,315.887512207031,3255664,292.863525390625
2016-10-25,317,317,311.012512207031,312.575012207031,5501796,289.792449951172
2016-10-26,310.837493896484,316.25,308.762512207031,309.825012207031,5366540,287.242889404297
2016-10-27,309.75,314.25,306.037506103516,313.024993896484,11623860,290.209655761719
2016-10-28,313.625,315.475006103516,310.024993896484,314.762512207031,5320536,291.820495605469
2016-11-01,314,315.962493896484,311.762512207031,314.950012207031,3402416,291.994323730469
2016-11-02,312.774993896484,313.924987792969,310.375,311.537506103516,6474432,288.83056640625
2016-11-03,311.25,315,307.9375,313.737487792969,6315812,290.870208740234
2016-11-04,313.200012207031,313.200012207031,310.4375,310.924987792969,5734920,288.262725830078
2016-11-07,313,313.712493896484,310,312.362487792969,5671392,289.595428466797
2016-11-08,312.774993896484,314.5,310.024993896484,313.575012207031,5348164,290.719543457031
2016-11-09,300,314.350006103516,298.837493896484,312.8125,13645468,290.012634277344
2016-11-10,315.9375,320.75,313.524993896484,319.637512207031,10700736,296.340148925781
2016-11-11,318.5,320.5,316.399993896484,318.950012207031,7139320,295.702789306641
2016-11-15,319.375,322.25,312.662506103516,313.6875,12512524,290.823852539062
2016-11-16,317,317,310.012512207031,311.087493896484,8647744,288.413391113281
2016-11-17,309.575012207031,312.225006103516,306.287506103516,307.549987792969,4815624,285.133666992188
2016-11-18,309,309,302.299987792969,302.850006103516,6879900,280.776306152344
2016-11-21,304.875,304.875,297.087493896484,299.674987792969,5552520,277.832580566406
2016-11-22,301.700012207031,301.700012207031,297.337493896484,299.512512207031,10017784,277.682037353516
2016-11-23,300.75,300.75,295.274993896484,296.1875,3532692,274.599365234375
2016-11-24,296,296.575012207031,290.225006103516,291.375,15285996,270.137603759766
2016-11-25,292.25,298.299987792969,289.5,297.325012207031,5969960,275.653961181641
2016-11-28,295.0625,299.725006103516,294.524993896484,296.112487792969,4130180,274.529846191406
2016-11-29,296.174987792969,298.237487792969,294.125,294.6875,3932644,273.208709716797
2016-11-30,296.25,300.5,295.274993896484,299.899993896484,6442840,278.041259765625
2016-12-01,300.575012207031,301.975006103516,298.25,299.3125,4476984,277.496612548828
2016-12-02,297.25,300.487487792969,294.174987792969,297.274993896484,4062672,275.607604980469
2016-12-05,296.899993896484,299.737487792969,294.125,299.087493896484,4551936,277.288024902344
2016-12-06,298.75,300.712493896484,297.549987792969,298.612487792969,2702964,276.84765625
2016-12-07,300.462493896484,301.475006103516,291.75,295.399993896484,5628192,273.869293212891
2016-12-08,296.75,301.387512207031,296.75,299.875,4309696,278.018127441406
2016-12-09,299.774993896484,300.575012207031,297,299.575012207031,4387952,277.739990234375
2016-12-12,298,298.037506103516,295.274993896484,296.112487792969,3425272,274.529846191406
2016-12-13,295.0625,297.587493896484,294.637512207031,296.5625,2526868,274.947021484375
2016-12-14,296.75,297,293.350006103516,293.924987792969,4314144,272.501739501953
2016-12-15,291.049987792969,298.625,290.899993896484,294.149993896484,4941488,272.710388183594
2016-12-16,294.149993896484,296.25,292.887512207031,295.575012207031,3255828,274.031524658203
2016-12-19,294.200012207031,294.875,292.625,294.1875,3160436,272.745147705078
2016-12-20,294,296.25,292.924987792969,295.475006103516,4189992,273.938812255859
2016-12-21,296,296.25,293.75,295,2658876,273.498382568359
2016-12-22,294.100006103516,294.875,292.100006103516,293.274993896484,2805716,271.899139404297
2016-12-23,292.75,297.3125,292.325012207031,296.5625,4752516,274.947021484375
2016-12-26,294.637512207031,296.524993896484,292.524993896484,293.75,4183864,272.339508056641
2016-12-27,294.825012207031,296.725006103516,293.475006103516,296.299987792969,4899296,274.703643798828
2016-12-28,297.475006103516,298.737487792969,295.25,296.6875,6507840,275.062896728516
2016-12-29,296.25,301.987487792969,295.362487792969,301.299987792969,8100816,279.339233398438
2016-12-30,300,303,299.987487792969,301.549987792969,4066540,279.570983886719
2017-01-02,302.362487792969,302.524993896484,298.012512207031,299.274993896484,3708656,277.461822509766
2017-01-03,300.200012207031,300.487487792969,296.4375,297.475006103516,3847500,275.793060302734
2017-01-04,297.462493896484,298,295.950012207031,296.375,6967120,274.773193359375
2017-01-05,297.25,298.625,295.774993896484,296.549987792969,6776384,274.935455322266
2017-01-06,297.524993896484,299.600006103516,297.049987792969,298.412506103516,5525260,276.662200927734
2017-01-09,299.712493896484,301.037506103516,298.037506103516,298.799987792969,4573796,277.021453857422
2017-01-10,299.049987792969,304.200012207031,298.825012207031,303.587493896484,5546116,281.460021972656
2017-01-11,304.375,309.524993896484,303.875,308.5,9343404,286.014434814453
2017-01-12,308.75,310.924987792969,306.375,308.75,2916316,286.246215820312
2017-01-13,309.75,309.924987792969,307.149993896484,308.125,3850412,285.666870117188
2017-01-16,308.375,312.362487792969,308.200012207031,311.912506103516,3765864,289.178192138672
2017-01-17,311.75,313.100006103516,309.0625,309.625,3559612,287.057525634766
2017-01-18,310.225006103516,314,310.212493896484,310.649993896484,4612888,288.007720947266
2017-01-19,311.225006103516,311.225006103516,308.75,309.075012207031,3512412,286.547576904297
2017-01-20,309,311.25,307.5,309.087493896484,13942068,286.559112548828
2017-01-23,309,312.5,308.950012207031,311.162506103516,4793848,288.482879638672
2017-01-24,312.5,317.875,312.3125,316.887512207031,10261864,293.790649414062
2017-01-25,318.149993896484,323.899993896484,317.524993896484,322.649993896484,15636984,299.133117675781
2017-01-27,324.75,325,322,322.975006103516,6852236,299.434417724609
2017-01-30,323.237487792969,323.237487792969,320.137512207031,321.237487792969,5319628,297.823516845703
2017-01-31,320.600006103516,323.174987792969,319.25,321.662506103516,6101040,298.217620849609
2017-02-01,321.549987792969,327.5,320.125,326.424987792969,10910664,302.632934570312
2017-02-02,326.424987792969,326.424987792969,323.149993896484,324.674987792969,5971636,301.010467529297
2017-02-03,324.75,329,324.125,327.762512207031,8005104,303.873016357422
2017-02-06,328.075012207031,330,327.862487792969,328.524993896484,4310220,304.579956054688
2017-02-07,329,329.5,325.737487792969,326.787506103516,3411920,302.969024658203
2017-02-08,326.887512207031,329.674987792969,324.537506103516,326.412506103516,4940960,302.621398925781
2017-02-09,327.350006103516,329.975006103516,323.137512207031,324.412506103516,4465376,300.767181396484
2017-02-10,324.587493896484,327.1875,324.5,325.899993896484,3296736,302.146240234375
2017-02-13,326.887512207031,328.75,324.799987792969,327.549987792969,2795792,303.675933837891
2017-02-14,328.5,328.5,326,327.774993896484,2446060,303.884521484375
2017-02-15,328,331,326.862487792969,330.549987792969,6126940,306.457275390625
2017-02-16,330.75,333.25,330.0625,331.975006103516,5043700,307.778442382812
2017-02-17,361.25,363.5,340.112487792969,344.262512207031,402259960,319.170379638672
2017-02-20,340.299987792969,353.862487792969,339.787506103516,352.274993896484,10566716,326.598846435547
2017-02-21,351.512512207031,355.450012207031,349.350006103516,353.887512207031,6260028,328.093811035156
2017-02-22,353.75,354.700012207031,348.712493896484,349.787506103516,5296776,324.292663574219
2017-02-23,350.950012207031,355.337493896484,346.762512207031,348.575012207031,34494980,323.168518066406
2017-02-27,347.725006103516,349.587493896484,344.649993896484,348.399993896484,4681376,323.00634765625
2017-02-28,348.225006103516,349.0625,346.125,347.524993896484,2928008,322.195068359375
2017-03-01,349.112487792969,349.125,346.600006103516,347.912506103516,3481736,322.554290771484
2017-03-02,348.637512207031,349,344.0625,345.024993896484,4601988,319.877227783203
2017-03-03,346.125,346.125,342.25,344.25,2492824,319.158752441406
2017-03-06,344.200012207031,347.475006103516,343.274993896484,345.1875,3679124,320.027923583984
2017-03-07,345.5625,346.875,344.049987792969,346.549987792969,3112876,321.291137695312
2017-03-08,346.975006103516,349.799987792969,345.262512207031,348.049987792969,3782144,322.681793212891
2017-03-09,345.412506103516,349.674987792969,345.412506103516,348.549987792969,3509316,323.145324707031
2017-03-10,348.75,352,348.287506103516,350.024993896484,5860704,324.512786865234
2017-03-14,355.524993896484,356.037506103516,351.662506103516,352.674987792969,7155020,326.969696044922
2017-03-15,352.737487792969,355,352.637512207031,354.149993896484,4271860,328.337219238281
2017-03-16,354.524993896484,355.712493896484,353.412506103516,354.337493896484,4980108,328.511016845703
2017-03-17,354.637512207031,356.875,353.212493896484,356.462493896484,3390464,330.481140136719
2017-03-20,356.662506103516,359.962493896484,356.487487792969,359.024993896484,8142344,332.856811523438
2017-03-21,358.5,361.25,358.5,360.237487792969,5557280,333.981018066406
2017-03-22,356.924987792969,359.25,356.450012207031,357.725006103516,5636544,331.651611328125
2017-03-23,358.600006103516,358.75,355.725006103516,357.725006103516,4922472,331.651611328125
2017-03-24,358.25,358.612487792969,355.5,356.087493896484,3810364,330.133453369141
2017-03-27,356,356,351.012512207031,352.462493896484,5864084,326.772613525391
2017-03-28,354.575012207031,356.174987792969,353.274993896484,355.049987792969,8061400,329.171569824219
2017-03-29,355.200012207031,358.700012207031,355,357.149993896484,8575772,331.118530273438
2017-03-30,357,369.987487792969,356.262512207031,366.549987792969,34321092,339.833404541016
2017-03-31,363.450012207031,363.5,359.137512207031,360.637512207031,9651392,334.351806640625
2017-04-03,361.5,362.524993896484,356.5,358.299987792969,4149052,332.184692382812
2017-04-05,358.8125,361.625,356.887512207031,358.087493896484,5744080,331.987701416016
2017-04-06,357.875,360.75,356.262512207031,359.625,6124416,333.413116455078
2017-04-07,357.762512207031,361.25,357.149993896484,359.712493896484,4648360,333.494201660156
2017-04-10,360.75,360.75,358.162506103516,358.537506103516,3393876,332.404907226562
2017-04-11,358.5,360.299987792969,357.875,359.875,4356260,333.644836425781
2017-04-12,359.75,362.487487792969,358.875,360.924987792969,3565092,334.618377685547
2017-04-13,360.75,362.225006103516,359.262512207031,360.075012207031,4804236,333.830322265625
2017-04-17,360.075012207031,360.950012207031,357.0625,359.200012207031,7137056,333.01904296875
2017-04-18,360,363.75,359.5,361.825012207031,3638860,335.452789306641
2017-04-19,361.75,364.1875,359.5,362.25,4338144,335.846801757812
2017-04-20,363.25,366.512512207031,363.237487792969,365.537506103516,5781372,338.894653320312
2017-04-21,366.5,374.75,363.325012207031,374.149993896484,17258032,346.879455566406
2017-04-24,374.524993896484,384.75,374.25,383.262512207031,20206952,355.327758789062
2017-04-25,383.762512207031,386.375,382.399993896484,384.262512207031,9057780,356.254852294922
2017-04-26,385.737487792969,388.25,367.112487792969,387.662506103516,7795852,359.407073974609
2017-04-27,386.524993896484,393.487487792969,386.524993896484,392.149993896484,16180420,363.567443847656
2017-04-28,389.975006103516,389.975006103516,384.274993896484,386.625,5437728,358.445190429688
2017-05-02,386.75,387.725006103516,382.587493896484,385.149993896484,4007040,357.077697753906
2017-05-03,388.5625,388.5625,384.837493896484,386.075012207031,2507964,357.935302734375
2017-05-04,384.8125,385.725006103516,380.649993896484,383.700012207031,5131028,355.733428955078
2017-05-05,385.524993896484,385.725006103516,381.575012207031,383.049987792969,2757896,355.130737304688
2017-05-08,384.5,385,382.137512207031,383.700012207031,3747252,355.733428955078
2017-05-09,383.700012207031,386.399993896484,383.162506103516,383.9375,3345836,355.953552246094
2017-05-10,385,388.75,384.262512207031,387.950012207031,2342244,359.673645019531
2017-05-11,387.75,390,385.25,386.600006103516,3875744,358.421966552734
2017-05-12,386.475006103516,389.225006103516,384.049987792969,387.912506103516,6147604,359.638793945312
2017-05-15,387.5,389.299987792969,385.5625,388.350006103516,2804780,360.04443359375
2017-05-16,388.75,390.5,387.0625,389.912506103516,3590376,361.493072509766
2017-05-17,389.700012207031,391.350006103516,387.875,389.287506103516,3472472,360.913635253906
2017-05-18,387.25,390.375,387.024993896484,389.274993896484,3107280,360.902038574219
2017-05-19,389.875,392.475006103516,386.3125,390.3125,2854136,361.863861083984
2017-05-22,391.274993896484,395,390.774993896484,394,2860052,365.282684326172
2017-05-23,395,395.887512207031,391.25,392.274993896484,3080172,363.683380126953
2017-05-24,392.262512207031,393.862487792969,390.5,391.6875,3467388,363.138671875
2017-05-25,391.774993896484,407.350006103516,391.774993896484,404.287506103516,20090804,374.820343017578
2017-05-26,401.662506103516,408,400.274993896484,406.5,5443156,376.871551513672
2017-05-29,404.950012207031,412,404.412506103516,407.975006103516,5916340,378.239044189453
2017-05-30,407.5,408.375,404.037506103516,407.262512207031,4434184,377.578521728516
2017-05-31,406.25,410.75,405.787506103516,409.049987792969,5318912,379.235656738281
2017-06-01,409.75,409.962493896484,405.137512207031,407.149993896484,3359540,377.474182128906
2017-06-02,408.5,411.524993896484,406.549987792969,408.5625,3213544,378.783782958984
2017-06-05,408.424987792969,409.737487792969,406.25,408.887512207031,2899900,379.085052490234
2017-06-06,408.75,410.950012207031,407.5,409.737487792969,5002632,379.873046875
2017-06-07,410.100006103516,411.225006103516,407.587493896484,410.200012207031,2554276,380.301879882812
2017-06-08,410.975006103516,414.850006103516,410.412506103516,411.1875,4248768,381.217407226562
2017-06-09,410.024993896484,417.5,410.024993896484,416.700012207031,5305272,386.328125
2017-06-12,416,419,415,417.1875,3971412,386.780090332031
2017-06-13,415.4375,422.975006103516,415.25,419.174987792969,5051620,388.622711181641
2017-06-14,418.75,419.987487792969,416.75,417.799987792969,3858360,387.347900390625
2017-06-15,417,418.899993896484,413.399993896484,416.087493896484,3526692,385.76025390625
2017-06-16,416.25,418.674987792969,414.524993896484,417.3125,3755104,386.895965576172
2017-06-19,417.75,424,417.100006103516,423.225006103516,3825532,392.377532958984
2017-06-20,422.5,423.5,419.962493896484,421.637512207031,3660264,390.905700683594
2017-06-21,420.649993896484,425.3125,419.899993896484,424.674987792969,3410932,393.721832275391
2017-06-22,423.737487792969,429,422.799987792969,424.5,6675460,393.5595703125
2017-06-23,425.5,425.6875,418.799987792969,419.662506103516,5217468,389.07470703125
2017-06-27,422.25,423.75,414.0625,416.912506103516,6000432,386.525146484375
2017-06-28,416.25,418.75,414.450012207031,416.612487792969,4449036,386.246978759766
2017-06-29,416.75,420.475006103516,412.774993896484,415.762512207031,9187708,388.020202636719
2017-06-30,413.450012207031,415,410.75,413.012512207031,4330432,385.453704833984
2017-07-03,413.149993896484,416.875,411.8125,414.649993896484,3504332,386.981872558594
2017-07-04,415.0625,416.674987792969,413,413.337493896484,3766080,385.757019042969
2017-07-05,413.274993896484,414.875,411.25,412.1875,4014200,384.683746337891
2017-07-06,413.137512207031,415.75,412.837493896484,414.537506103516,4571676,386.876983642578
2017-07-07,415.212493896484,417.399993896484,414.5,416.799987792969,5517396,388.988464355469
2017-07-10,417,437,415.262512207031,419.087493896484,1309252,391.123321533203
2017-07-11,419.387512207031,422.700012207031,416.774993896484,420.100006103516,4410280,392.068298339844
2017-07-12,420,421.25,414.637512207031,420.3125,5738892,392.266571044922
2017-07-13,422,423.325012207031,419.912506103516,420.887512207031,4481004,392.803253173828
2017-07-14,420.975006103516,421.512512207031,418,419.987487792969,2443252,391.963256835938
2017-07-17,420.637512207031,421.912506103516,419.25,420.587493896484,2399340,392.523254394531
2017-07-18,419.924987792969,421.962493896484,419.337493896484,420.887512207031,2322188,392.803253173828
2017-07-19,421.25,424.049987792969,420.462493896484,423.075012207031,3987244,394.844818115234
2017-07-20,423.475006103516,428.75,422.037506103516,427.725006103516,3698476,399.184509277344
2017-07-21,428.524993896484,428.8125,425,425.762512207031,3873508,397.352996826172
2017-07-24,427.5,435,423.75,433.774993896484,19678176,404.830810546875
2017-07-25,439.75,439.75,433.262512207031,434.912506103516,11160468,405.892425537109
2017-07-26,435.5,438.75,433.125,436.887512207031,3895344,407.735687255859
2017-07-27,439,449.700012207031,437.887512207031,447.412506103516,17961712,417.558380126953
2017-07-28,443,446.625,440.274993896484,444.625,9255396,414.956787109375
2017-07-31,444.387512207031,447.75,441.637512207031,446.100006103516,7369140,416.333404541016
2017-08-01,445.462493896484,452.287506103516,443.049987792969,449.299987792969,8516860,419.319854736328
2017-08-02,451.75,451.75,445.512512207031,447.912506103516,7397916,418.024993896484
2017-08-03,447,448,443.600006103516,444.987487792969,4256784,415.295104980469
2017-08-04,444.25,449.1875,441.537506103516,447.5625,3545068,417.698303222656
2017-08-07,446.5,449.112487792969,446.25,447.137512207031,1918660,417.301696777344
2017-08-08,448.024993896484,449.3125,441.524993896484,444.475006103516,4035372,414.816864013672
2017-08-09,442.75,444.262512207031,439.587493896484,441.112487792969,3270056,411.678680419922
2017-08-10,440,441.5,438.212493896484,440.112487792969,7788444,410.745422363281
2017-08-11,436.25,439.5,432.787506103516,437.262512207031,6359836,408.085601806641
2017-08-14,438.25,443.737487792969,437,439.299987792969,3577084,409.987152099609
2017-08-16,440.587493896484,447.450012207031,437.137512207031,445.3125,4426832,415.598419189453
2017-08-17,444.0625,445.237487792969,438.4375,441.350006103516,5454868,411.900329589844
2017-08-18,440,440.25,435.75,438.037506103516,3707464,408.808837890625
2017-08-21,438.5,439.75,434.549987792969,435.799987792969,4009724,406.720642089844
2017-08-22,437.825012207031,438.5,434.200012207031,436.75,6609556,407.607330322266
2017-08-23,437.5,444.487487792969,437.5,443.112487792969,3360524,413.545227050781
2017-08-24,443.725006103516,443.737487792969,439.787506103516,440.625,7878276,411.223724365234
2017-08-28,440.600006103516,442.787506103516,439.587493896484,440.5625,1507784,411.165435791016
2017-08-29,439.75,439.75,434.5,436.537506103516,4918596,407.408935546875
2017-08-30,437.987487792969,442.5,437.512512207031,442.137512207031,2694320,412.635284423828
2017-08-31,443,444.962493896484,439.100006103516,444.112487792969,7303436,414.478485107422
2017-09-01,445.25,445.362487792969,440.274993896484,441.899993896484,2295172,412.413635253906
2017-09-04,441.25,441.25,436.524993896484,437.725006103516,3642524,408.517242431641
2017-09-05,439.25,441.225006103516,437.75,438.837493896484,3682436,409.555480957031
2017-09-06,435.9375,440.700012207031,434.5,439.975006103516,5751632,410.617126464844
2017-09-07,440.024993896484,444.1875,440.024993896484,441.637512207031,6946420,412.168670654297
2017-09-08,443.350006103516,447.5,442.75,446.912506103516,8311664,417.091674804688
2017-09-11,448.25,457.25,447.549987792969,455.837493896484,11477676,425.421112060547
2017-09-12,456.924987792969,459.975006103516,454.575012207031,458.799987792969,6687680,428.185974121094
2017-09-13,458.75,462.25,456,460.462493896484,4995376,429.737548828125
2017-09-14,460.037506103516,463.125,457.875,459.850006103516,8154016,429.165954589844
2017-09-15,459,462.950012207031,458.362487792969,462.237487792969,3767332,431.394104003906
2017-09-18,463.387512207031,466.112487792969,463.125,465.112487792969,4084928,434.077331542969
2017-09-19,466.225006103516,467,461.887512207031,462.424987792969,4241468,431.569091796875
2017-09-20,462,465.362487792969,461.3125,462.212493896484,3446128,431.370727539062
2017-09-21,462,462.125,457.674987792969,459.774993896484,7712496,429.095947265625
2017-09-22,458.700012207031,459.737487792969,455,456.024993896484,8243524,425.596130371094
2017-09-25,455.612487792969,455.612487792969,448.149993896484,449.9375,10149228,419.914855957031
2017-09-26,447.262512207031,449.149993896484,446.25,448.075012207031,11438732,418.176666259766
2017-09-27,449,451.399993896484,442.5,444.125,7337220,414.490203857422
2017-09-28,443.5,449.75,440.825012207031,448.825012207031,27646464,418.876617431641
2017-09-29,450.024993896484,455.5,449.0625,451.424987792969,6213632,421.303070068359
2017-10-03,452,455.25,449.274993896484,452.212493896484,4394424,422.037994384766
2017-10-04,451.975006103516,452.975006103516,448.337493896484,449.25,6625104,419.273193359375
